Year,State,Male_High_school_graduate_(includes_equivalency),Male_Bachelor_degree,Male_Graduate_or_professional_degree,Male_18-24_Less_than_9th_grade,"Male_18-24_9th_to_12th_grade,_no_diploma",Male_18-24_High_school_graduate_(includes_equivalency),"Male_18-24_Some_college,_no_degree",Male_18-24_Associate_degree,Male_18-24_Bachelor_degree,Male_18-24_Graduate_or_professional_degree,Male_25-34_Less_than_9th_grade,"Male_25-34_9th_to_12th_grade,_no_diploma",Male_25-34_High_school_graduate_(includes_equivalency),"Male_25-34_Some_college,_no_degree",Male_25-34_Associate_degree,Male_25-34_Bachelor_degree,Male_25-34_Graduate_or_professional_degree,Male_35-44_Less_than_9th_grade,"Male_35-44_9th_to_12th_grade,_no_diploma",Male_35-44_High_school_graduate_(includes_equivalency),"Male_35-44_Some_college,_no_degree",Male_35-44_Associate_degree,Male_35-44_Bachelor_degree,Male_35-44_Graduate_or_professional_degree,Male_45-64_Less_than_9th_grade,"Male_45-64_9th_to_12th_grade,_no_diploma",Male_45-64_High_school_graduate_(includes_equivalency),"Male_45-64_Some_college,_no_degree",Male_45-64_Associate_degree,Male_45-64_Bachelor_degree,Male_45-64_Graduate_or_professional_degree,Male_65_and_older_Less_than_9th_grade,"Male_65_and_older_9th_to_12th_grade,_no_diploma",Male_65_and_older_High_school_graduate_(includes_equivalency),"Male_65_and_older_Some_college,_no_degree",Male_65_and_older_Associate_degree,Male_65_and_older_Bachelor_degree,Male_65_and_older_Graduate_or_professional_degree,Female_High_school_graduate_(includes_equivalency),Female_Bachelor_degree,Female_Graduate_or_professional_degree,Female_18-24_Less_than_9th_grade,"Female_18-24_9th_to_12th_grade,_no_diploma",Female_18-24_High_school_graduate_(includes_equivalency),"Female_18-24_Some_college,_no_degree",Female_18-24_Associate_degree,Female_18-24_Bachelor_degree,Female_18-24_Graduate_or_professional_degree,Female_25-34_Less_than_9th_grade,"Female_25-34_9th_to_12th_grade,_no_diploma",Female_25-34_High_school_graduate_(includes_equivalency),"Female_25-34_Some_college,_no_degree",Female_25-34_Associate_degree,Female_25-34_Bachelor_degree,Female_25-34_Graduate_or_professional_degree,Female_35-44_Less_than_9th_grade,"Female_35-44_9th_to_12th_grade,_no_diploma",Female_35-44_High_school_graduate_(includes_equivalency),"Female_35-44_Some_college,_no_degree",Female_35-44_Associate_degree,Female_35-44_Bachelor_degree,Female_35-44_Graduate_or_professional_degree,Female_45-64_Less_than_9th_grade,"Female_45-64_9th_to_12th_grade,_no_diploma",Female_45-64_High_school_graduate_(includes_equivalency),"Female_45-64_Some_college,_no_degree",Female_45-64_Associate_degree,Female_45-64_Bachelor_degree,Female_45-64_Graduate_or_professional_degree,Female_65_and_older_Less_than_9th_grade,"Female_65_and_older_9th_to_12th_grade,_no_diploma",Female_65_and_older_High_school_graduate_(includes_equivalency),"Female_65_and_older_Some_college,_no_degree",Female_65_and_older_Associate_degree,Female_65_and_older_Bachelor_degree,Female_65_and_older_Graduate_or_professional_degree,Household_mean_income_(dollars),Families_mean_income_(dollars),Married-couple-families_mean_income_(dollars),Nonfamily_households_mean_income_(dollars),Total_Male,Total_Female,Male_High_school_graduate_(includes_equivalency)_Normalized,Male_Bachelor_degree_Normalized,Male_Graduate_or_professional_degree_Normalized,Female_High_school_graduate_(includes_equivalency)_Normalized,Female_Bachelor_degree_Normalized,Female_Graduate_or_professional_degree_Normalized,Male_High_school_graduate_(includes_equivalency)_Normalized_Average,Male_Bachelor_degree_Normalized_Average,Male_Graduate_or_professional_degree_Normalized_Average,Female_High_school_graduate_(includes_equivalency)_Normalized_Average,Female_Bachelor_degree_Normalized_Average,Female_Graduate_or_professional_degree_Normalized_Average
2021,South_Carolina,609311,354756,192263,3883,34463,95891,79237,10082,21057,1238,8615,23653,99648,65365,29406,71728,24617,10505,27173,92989,54309,30484,64046,38554,19436,49171,207880,116605,57569,117162,64922,22027,33532,112903,81779,40011,80763,62932,584134,400667,241210,3598,21125,70584,89657,13531,29626,2339,5402,20601,74818,77597,36174,87315,35996,10483,18678,70615,59983,44200,72318,56931,14653,41550,187856,137139,83413,133473,88143,24711,43807,180261,100814,47947,77935,57801,86194,105008,118049,53024,1953635,2121074,31.2,18.2,9.8,27.5,18.9,11.4,,,,,,
2021,South_Dakota,106793,63024,29686,894,5335,15407,13333,3831,3687,105,1154,4306,16424,10724,8555,12921,3240,1456,2091,15103,10323,8337,13663,6794,1940,6087,36001,21502,11061,20639,9800,3036,3689,23858,16718,5483,12114,9747,93690,72577,30391,1110,5215,12105,14583,3833,4656,284,595,1747,10937,10929,7258,15186,6235,1250,2006,11970,8451,7506,16716,6811,1697,2995,28885,19080,16547,23617,9955,3317,3647,29793,20776,6197,12402,7106,83777,100324,116905,50163,339358,335397,31.5,18.6,8.7,27.9,21.6,9.1,,,,,,
2021,Tennessee,890743,464095,242937,5354,30755,134038,96308,16957,27048,2944,9097,24836,154149,103747,30361,103756,36607,15293,30464,145221,88255,31724,86909,49942,38147,72773,290918,169959,63668,154565,83109,31454,41634,166417,103144,27723,91817,70335,851229,528633,306091,4205,27036,105499,110545,18098,41276,3007,10004,17409,114904,104377,41469,128410,59909,12898,23940,111600,88856,44275,101181,71190,29766,47145,271210,190392,91271,175759,107714,36059,53129,248016,128509,42839,82007,64271,93668,107778,126519,58904,2629428,2808175,33.9,17.7,9.2,30.3,18.8,10.9,,,,,,
2021,Texas,2977047,2050438,1128799,35325,195091,574776,463989,69598,114161,10920,97230,154636,606871,469857,152759,487816,181116,161030,169008,511072,399992,156422,446243,255987,297858,279588,881571,666262,240362,665823,420383,186361,112797,402757,348571,112077,336395,260393,2786730,2312343,1186028,26801,140164,465525,482445,81821,170799,15291,67666,102988,458572,451706,182329,582030,244376,119330,141252,417335,381616,166856,505475,311093,283253,248273,834916,703924,295677,726186,405538,246971,140663,610382,454450,143011,327853,209730,105076,119473,129302,61038,10925097,11146297,27.2,18.8,10.3,25,20.7,10.6,,,,,,
2021,Utah,297394,249153,151339,1907,23888,75313,73134,11816,8205,581,2730,9800,59695,63772,24805,65319,22112,6947,11547,52628,49681,19389,60957,38816,13800,16908,74855,78105,26390,74724,53276,5197,7512,34903,44214,14865,39948,36554,281633,262685,105781,1209,15975,58704,75445,15539,18751,1324,2377,6832,48464,58072,23282,76829,21707,6887,7460,46352,52056,26284,61502,26638,9664,13335,71805,91072,39143,68501,38089,6643,9609,56308,60204,17038,37102,18023,111287,131733,151438,68715,1204293,1188225,24.7,20.7,12.6,23.7,22.1,8.9,,,,,,
2021,Vermont,76795,61775,34065,144,2974,11626,13804,1420,4147,105,290,1533,11548,5942,2760,13714,2798,303,2276,8926,7361,3738,10823,5104,2156,4418,28227,12040,6550,20164,12700,2533,2502,16468,10597,4090,12927,13358,64712,67570,51598,237,2649,8722,13994,1141,4825,310,135,705,6947,4988,3150,15600,6362,74,805,6555,6488,3590,12168,10057,340,2853,20937,13343,8394,21365,21305,1935,2369,21551,12149,5518,13612,13564,116349,135552,153821,75817,260066,268737,29.5,23.8,13.1,24.1,25.1,19.2,,,,,,
2021,Virginia,894667,692431,540379,4919,35438,168106,147501,16492,42428,4001,13091,22340,157522,123814,41381,162796,68829,21432,32629,137559,98546,43310,137506,115938,38256,64471,276737,180789,76281,229262,217185,34253,39665,154743,108554,37444,120439,134426,815991,805309,560188,4103,26890,121953,156534,22001,60437,6981,11432,13750,102879,101802,48780,183419,104952,17404,22140,104368,93721,52957,158104,142816,31818,52980,248925,209109,100649,269754,204759,41715,54596,237866,152906,55598,133595,100680,72294,87614,100305,42223,3308083,3452373,27,20.9,16.3,23.6,23.3,16.2,,,,,,
2021,Washington,748070,662724,399647,6540,43551,130543,97745,27180,35326,3051,15434,28373,153390,122269,50487,163368,71008,21708,25929,123289,110502,56263,134638,90955,40579,48482,223805,205677,95851,205569,129918,20229,20985,117043,136621,53940,123823,104715,650908,704357,424235,3421,30704,99759,105777,30240,44290,3634,10070,15954,107707,107856,54422,174552,90293,17706,18560,91409,105651,59692,139856,104194,40181,34844,184096,209157,113053,215195,137567,28127,26144,167937,172042,61023,130464,88547,88304,107124,120929,54073,3038786,3024124,24.6,21.8,13.2,21.5,23.3,14,,,,,,
2021,West_Virginia,293515,90048,58193,1869,8474,36445,23957,3601,6746,179,1210,10553,38634,20127,7161,16317,7196,2260,8997,44158,22179,8027,16897,11315,8509,19096,102437,39768,14817,29687,21353,10399,15232,71841,26537,7492,20401,18150,269179,103733,68338,771,6278,30938,25168,3503,7659,540,1696,5791,29412,17990,13607,20307,11956,2206,6571,30739,18717,12851,21076,16518,5822,15983,90419,42983,25186,35371,20765,8927,18216,87671,34450,11580,19320,18559,86911,105191,114752,54175,702021,719546,41.8,12.8,8.3,37.4,14.4,9.5,,,,,,
2021,Wisconsin,751171,439123,208798,5380,28032,109504,89098,14673,29319,1889,8528,16228,107880,82326,39482,95966,28610,11379,15983,108778,76087,46497,85633,36447,19057,41082,254962,150653,82893,147078,76493,12992,25355,170047,92818,40808,81127,65359,666379,502992,247919,5892,19285,85690,102396,12660,36329,4817,5229,11368,75372,68728,44819,109652,43711,9112,11000,71140,64570,51222,102651,57404,14756,26787,204416,155824,107500,167019,87770,16902,26316,229761,103310,47894,87341,54217,35452,41678,53721,21531,2298443,2322860,32.7,19.1,9.1,28.7,21.7,10.7,,,,,,
2021,Wyoming,71522,36290,22185,82,3350,11566,7910,1360,1999,356,1096,3436,11008,8124,5037,6152,2639,794,1876,11600,10897,4376,8124,3581,1553,3539,21548,17699,8716,11312,7778,705,1704,15800,12512,3354,8703,7831,55507,41632,20705,210,2064,7649,10105,2436,2668,171,200,1940,7193,7380,5018,8414,2874,821,1520,8529,7873,6350,9372,4409,1173,1618,16158,18388,10328,13102,7981,882,2499,15978,14742,5766,8076,5270,138856,192346,0,100084,228117,219157,31.4,15.9,9.7,25.3,19,9.4,,,,,,
2021,Puerto_Rico,393450,195735,71162,2627,11438,48471,75735,9372,11797,176,5279,11857,61460,35254,31519,49443,9699,14153,16114,54276,25540,27587,35493,11849,47508,32590,132023,51479,43182,61220,30205,86342,40336,97220,24225,14930,37782,19233,365276,327894,119915,2660,5850,38315,80326,10781,18476,363,4068,4130,39896,30163,30287,70191,18958,8165,9425,49593,25491,32969,61623,28329,30637,22162,117228,54546,67717,118033,49582,113261,42753,120244,29741,32165,59571,22683,94496,114514,0,58532,1267414,1450382,31,15.4,5.6,25.2,22.6,8.3,,,,,,
2022,Alabama,626457,301902,172463,3549,31064,98665,79493,14373,16746,1153,5710,23245,112750,73834,24075,60749,22059,10536,30348,96688,58656,23676,54952,33292,27095,58512,196999,118501,49375,99853,68027,19622,34753,121355,81123,25538,69602,47932,607318,348611,222456,2704,20772,77955,99606,15522,24451,2291,6639,16582,85642,71827,35236,71720,42084,8538,20055,80474,66861,34296,66957,47087,17830,41340,180715,143024,78685,117851,79536,22064,46428,182532,102318,40656,67632,51458,82956,100785,118799,47145,1893900,2069368,33.1,15.9,9.1,29.3,16.8,10.7,,,,,,
2022,Alaska,102069,47892,26629,189,4285,19085,10082,1570,3346,12,622,2907,21342,16253,6305,11529,3894,578,2556,20064,10933,6373,9684,4959,3033,4274,27846,20052,8424,15939,9895,1010,2167,13732,13213,4990,7394,7869,73454,51848,28931,546,2781,13983,9517,928,2226,70,782,2668,12562,12183,4197,12426,6230,995,1862,10305,11801,5469,12192,7140,2093,2956,23020,18748,7429,15746,9478,1837,2329,13584,12895,5183,9258,6013,109524,124663,141287,74242,296406,261432,34.4,16.2,9,28.1,19.8,11.1,,,,,,
2022,Arizona,757626,545455,306143,8591,49478,143207,116510,17938,32139,2407,16572,38102,155039,122343,45441,112216,40729,24025,37419,114412,105024,41797,97432,56143,44470,62177,209902,187668,75514,171321,103834,31148,24544,135066,151308,58549,132347,103030,701515,558869,334255,7371,36619,112988,119886,26767,40133,3904,12005,26926,112561,108051,46096,127623,54987,17575,29246,91319,92608,49266,98951,71253,51101,51648,189707,203088,92620,169904,113587,44571,36719,194940,190846,66104,122258,90524,101316,116717,133297,66724,2867842,2903752,26.4,19,10.7,24.2,19.2,11.5,,,,,,
2022,Arkansas,432633,157072,89186,1595,17838,63864,49295,7597,11556,599,5368,10415,70049,48843,13269,31127,13736,7198,13251,67325,40142,13354,32500,19075,17852,30933,144886,72307,23483,49412,30120,12563,20571,86509,48488,14071,32477,25656,382338,193687,110821,1830,15983,45437,53632,7151,15242,562,4536,7594,51433,46502,20982,43489,18534,6756,10498,53174,38342,21578,35710,28737,15390,25313,116250,80112,40179,60791,38237,13077,22122,116044,63340,20718,38455,24751,76853,92935,106939,45384,1147324,1202481,37.7,13.7,7.8,31.8,16.1,9.2,,,,,,
2022,California,3608228,3073915,1913139,33060,163531,740488,655820,98336,174531,12629,110870,177730,744040,635706,211788,779712,305305,206203,218730,596021,513352,190925,626558,423684,532670,392885,1039323,906136,306889,942234,681310,312531,156730,488356,531367,230625,550880,490211,3207294,3410338,1999752,21667,121445,568179,676555,123279,253553,20490,76996,112272,518374,557291,247788,863031,403556,164734,155649,464181,468270,219171,659351,488559,515192,328864,921589,904702,409008,1014468,672754,457609,196018,734971,676030,299246,619935,414393,131504,147628,172535,89374,15181166,15349170,23.8,20.2,12.6,20.9,22.2,13,,,,,,
2022,Colorado,546158,616153,335089,4196,34546,101590,101607,9857,32085,2229,8362,20495,104590,94096,34505,165081,53199,13415,25236,92255,79040,35211,134250,70628,24699,34560,158022,133593,56657,181239,116533,9107,14348,89701,82633,29143,103498,92500,464843,641551,366633,2377,18828,86302,88106,13124,47728,2252,5665,13946,65974,73798,39195,166564,70472,13062,15868,56382,65218,39533,130221,90036,24096,27862,130972,122944,66168,190385,124316,15683,18164,125213,110857,38604,106653,79557,119039,142387,159025,77519,2342706,2286125,23.3,26.3,14.3,20.3,28.1,16,,,,,,
2022,Connecticut,405066,300383,218301,2678,16942,56099,66633,6250,23978,3883,6570,9510,66435,38171,14174,67479,27030,11130,10443,60377,38565,14530,53121,39128,20009,24080,142175,70814,32607,99429,85398,15746,16345,79980,43346,20303,56376,62862,354251,345055,270521,2488,10970,43171,73117,4389,36461,3534,4235,4867,41450,37087,16000,71282,46220,8298,8121,40337,37811,20111,57921,60420,13639,21262,112507,81266,50471,117490,99506,20749,21031,116786,58633,28813,61901,60841,128160,157696,185623,72770,1402596,1493185,28.9,21.4,15.6,23.7,23.1,18.1,,,,,,
2022,Delaware,121864,74575,52041,1025,4997,17936,14500,2078,3266,85,1878,4213,21218,11237,3124,15450,7450,1254,5252,15910,11045,4271,13638,9959,5036,7268,39727,23292,9010,22942,16278,2714,5807,27073,16162,6230,19279,18269,115819,85610,61154,670,4778,15362,12234,3552,5025,620,1499,1894,12893,13682,6990,19587,9448,1690,3048,14076,12153,6023,13221,13767,2651,5014,35776,25681,14368,27657,21291,2222,6484,37712,22439,11641,20120,16028,105438,124756,139819,62657,388873,421296,31.3,19.2,13.4,27.5,20.3,14.5,,,,,,
2022,District_of_Columbia,37065,68693,90403,301,2301,7367,13293,107,5645,1470,202,1536,6086,5359,2041,26234,26011,555,1362,5288,5864,1506,14634,25877,2536,4046,12177,7564,2471,14842,23846,1267,2554,6147,4550,1145,7338,13199,41156,76896,98975,72,1761,6311,14508,614,13266,1312,417,939,6597,6402,1927,30011,31491,1060,935,5470,5964,1396,11967,29343,3200,4297,10903,10128,2619,13262,23512,966,4483,11875,9254,2869,8390,13317,99349,115717,134074,64627,256721,290838,14.4,26.8,35.2,14.2,26.4,34,,,,,,
2022,Florida,2553253,1711109,1010433,22771,115181,368957,271956,71639,82452,7280,51341,89850,426610,259476,138636,334398,120042,63638,94816,383596,244166,145058,306272,173113,124959,192766,826958,515116,270546,548845,338836,105646,124533,547132,410530,164412,439142,371162,2449092,1935916,1083396,13554,77873,269779,306471,104902,119230,13474,29412,56710,301758,241164,164224,402373,167767,44589,67762,290025,239731,172382,353896,220455,103116,144869,768758,521395,359296,631594,379682,156734,172189,818772,524060,229261,428823,302018,99863,116323,137787,61965,8751831,9198098,29.2,19.6,11.5,26.6,21,11.8,,,,,,
2022,Georgia,1224272,767831,453635,8647,82151,212046,166363,21341,52423,3850,20908,49752,211045,151338,55454,179744,64486,35930,55503,197388,125856,55646,145001,101647,60278,85591,402784,244347,97837,252895,182158,36054,56163,201009,141115,46034,137768,101494,1143397,869205,581637,8009,53164,175780,186688,31845,64988,6933,14576,34090,161508,151514,77636,206032,105914,32921,38193,143421,131891,83281,177477,144895,44782,78815,354019,271075,156305,290732,214040,46989,78391,308669,183978,66780,129976,109855,120969,135028,151985,76308,4042046,4365162,30.3,19,11.2,26.2,19.9,13.3,,,,,,
2022,Hawaii,173493,111018,64361,474,6163,29768,18605,3839,6172,84,1765,4953,30902,20340,10862,22645,8202,1572,4233,25571,20035,13532,20163,13228,4131,7296,52591,34653,19495,33677,22965,5933,5687,34661,27030,12641,28361,19882,151936,129144,73095,487,3811,21751,15994,3681,7866,792,1710,2349,23081,16473,11558,24746,10505,1557,3070,19745,16813,10856,25296,16460,5257,5043,40101,34096,20660,41444,25558,10448,7738,47258,31099,14344,29792,19780,94503,108727,119113,57863,572111,571219,30.3,19.4,11.2,26.6,22.6,12.8,,,,,,
2022,Idaho,216964,136088,70556,1417,13333,42712,31022,5866,5250,191,3331,6004,37306,30773,11780,29346,8203,3924,7737,37669,28602,11773,26210,16101,12085,11645,62229,50032,21176,44387,23157,5319,5872,37048,39471,13973,30895,22904,187816,153597,69006,806,10037,28963,36825,7175,10026,612,967,5477,26120,31423,13079,36363,10171,5939,3997,26172,24700,14448,32640,16191,7886,10468,53637,54589,23545,46114,23252,4914,6719,52924,46052,16205,28454,18780,106728,129493,151829,65371,738743,735670,29.4,18.4,9.6,25.5,20.9,9.4,,,,,,
2022,Illinois,1352886,1013106,613269,10116,60450,233646,176000,36050,74850,7748,19765,35792,210364,172160,71528,246887,100857,39375,48059,204639,146580,64719,205647,137542,90047,101278,431671,293478,120315,322792,213736,56238,54644,272566,194103,65263,162930,153386,1245334,1114614,727226,5941,48272,177464,197031,35220,99880,10319,11702,24206,146808,160095,78774,262173,148707,27821,32945,143060,142873,80853,226329,172826,78000,70430,377567,316442,161350,338562,249145,78541,65536,400435,238303,89096,187670,146229,88805,106944,122445,53033,4835221,5030605,28,21,12.7,24.8,22.2,14.5,,,,,,
2022,Indiana,887553,446773,224945,9453,52246,140267,105282,13157,29861,1738,17504,30538,140890,88459,30783,107379,33317,18761,30941,124795,81209,44502,86442,48165,32225,55281,288564,158948,76672,145370,77339,17548,34242,193037,94871,32753,77721,64386,841800,492412,268185,7721,28821,116196,115118,15639,40107,3597,13376,22957,108257,90934,41117,114946,46494,12949,22951,91338,77500,55358,109445,61789,28014,42648,256864,163287,98818,159197,90711,23586,45867,269145,125690,44269,68717,65594,92695,114205,128072,54531,2584646,2679017,34.3,17.3,8.7,31.4,18.4,10,,,,,,
2022,Iowa,406231,234650,109191,2407,17229,60930,57130,13127,17858,605,4572,10228,56774,44087,24539,53603,13970,6761,9312,56141,36800,26480,47365,23835,8842,18564,129819,77741,43383,70898,38229,7488,12160,102567,47886,21117,44926,32552,333066,267761,126379,2880,10974,40523,64531,14352,20813,899,4117,6410,36722,38777,28453,56548,22866,5546,6567,30839,36077,30665,56392,32293,9019,13065,93281,77652,56140,83464,43796,6989,11381,131701,65521,27522,50544,26525,93221,113962,128205,54058,1239925,1243844,32.8,18.9,8.8,26.8,21.5,10.2,,,,,,
2022,Kansas,318540,221161,121892,2961,16118,59589,56795,9294,14549,1005,5785,8386,50644,43262,20302,46232,19281,9533,7958,49522,43906,17379,43235,25520,14376,19191,93082,71675,27862,72300,41146,7664,8997,65703,53337,14114,44845,34940,278312,237148,145979,1060,15257,45335,52104,11897,16850,1233,4371,5810,36778,37687,19985,51711,27085,5975,7851,31497,37522,19712,48643,34376,12254,14045,80763,71703,34869,76149,49186,9240,12745,83939,70360,22564,43795,34099,82614,99631,115427,48151,1120488,1128450,28.4,19.7,10.9,24.7,21,12.9,,,,,,
2022,Kentucky,622944,258842,157132,4805,26086,95787,61662,8169,16239,1087,9007,16890,99939,65930,23665,58781,25994,10979,20019,89207,56441,25066,53269,29967,21453,47405,215491,102647,39767,82687,57998,28192,28522,122520,68165,16411,47866,42086,551120,294832,199210,3687,15400,75606,64150,11899,28815,2539,6415,11265,68326,64958,30718,67159,38112,7670,14327,59638,58895,37683,61425,44737,18689,32958,176252,117834,67067,94538,69118,29727,36541,171298,80248,31938,42895,44704,79175,96505,119167,47270,1720199,1787231,36.2,15,9.1,30.8,16.5,11.1,,,,,,
2022,Louisiana,595891,249605,129686,5988,31495,91508,76100,6127,13724,604,12653,20668,98740,63526,23181,54527,20850,10943,31185,90867,59647,25736,52693,27601,29011,59353,201329,104151,30847,73366,42582,20855,31310,113447,74274,12875,55295,38049,571279,309903,188079,2887,19776,69478,85311,9423,20740,2099,6028,13070,79793,63886,28340,68777,38027,8162,21101,74034,66593,28941,67789,46008,18748,45184,183129,113675,48944,98247,64128,22392,42620,164845,89357,22575,54350,37817,93555,114321,127359,55434,1705107,1826274,34.9,14.6,7.6,31.3,17,10.3,,,,,,
2022,Maine,184458,111910,61355,664,4832,22269,18253,3166,6762,80,1045,3305,26259,18258,7109,20902,6037,895,3511,24269,15327,10195,20234,11245,4613,8716,67000,33343,21856,34104,19944,4548,6451,44661,22954,11341,29908,24049,166122,132643,80778,539,3670,17533,20673,2981,8027,259,997,2042,18168,17469,7855,25271,11159,932,2089,18449,12435,8549,24656,17213,995,4972,56218,33249,25887,43789,26687,3151,6906,55754,29834,16976,30900,25460,125876,148486,172927,77318,558105,581744,33.1,20.1,11,28.6,22.8,13.9,,,,,,
2022,Maryland,607741,505162,400372,5724,30133,98511,85338,12131,36271,2210,12554,18460,105539,72438,28859,114646,48833,22873,19656,96037,68497,26155,94258,87151,33886,40985,197405,129155,46548,168834,156968,17931,25945,110249,78141,24903,91153,105210,581545,575856,487965,3384,22010,81187,86495,16150,48580,3589,8374,9260,74180,73549,31535,124145,82580,17782,13977,77927,62041,27173,108391,118294,27216,35586,173314,142777,68249,193377,183973,26284,37148,174937,108533,41453,101363,99529,133823,162406,191170,82617,2313587,2504342,26.3,21.8,17.3,23.2,23,19.5,,,,,,
2022,Massachusetts,702274,664788,488994,3244,35364,114145,123758,8294,56952,6144,14060,16921,107759,67931,26371,173132,82206,17430,24141,100137,60179,30846,119917,100240,37269,48043,242260,128682,51958,206360,174836,35202,28632,137973,83155,37638,108427,125568,645161,721829,583829,4212,22449,96940,129174,9291,77478,11157,8525,11075,75322,55000,29226,175420,125673,12286,15904,74130,62714,36565,124632,128170,39325,35990,196326,138390,92719,223172,196042,51124,32825,202443,110096,63103,121127,122787,91856,111255,128843,56097,2735174,2910812,25.7,24.3,17.9,22.2,24.8,20.1,,,,,,
2022,Michigan,1192371,695333,420340,7981,58482,188020,157257,21569,48140,3122,17145,38822,189093,155712,53803,161560,58781,18572,36454,167358,129903,56784,125973,80609,32944,78016,395135,272912,114725,222938,158212,24649,54869,252765,192704,67867,136722,119616,1116086,770868,468995,5433,37620,158092,173319,27481,56922,5500,11604,30252,134175,147414,63836,168957,84219,15616,24737,120807,126565,70977,144274,100579,31973,57069,332288,285662,158439,258347,168149,34105,62895,370724,220260,87470,142368,110548,109737,133458,149174,65533,3899214,4028676,30.6,17.8,10.8,27.7,19.1,11.6,,,,,,
2022,Minnesota,590844,509081,248844,5189,30899,93076,79572,18271,30930,1218,6612,13542,88551,77805,43521,118682,34377,13673,16143,93700,65180,50749,106425,53484,16089,25790,179989,141766,88804,161545,94767,11548,16399,135528,101303,37531,91499,64998,490589,561461,293633,3265,24362,71225,87713,17526,44529,2631,6704,10560,54095,62136,45663,129871,50902,13667,13182,55554,57562,52006,114106,75983,20144,18997,133164,143997,96291,173778,103962,16162,14669,176551,118145,51382,99177,60155,72624,87442,106427,40989,2209155,2219816,26.7,23,11.3,22.1,25.3,13.2,,,,,,
2022,Mississippi,375031,134654,76972,4692,23239,58115,41964,14925,9009,687,5683,12153,62374,39431,18430,23636,11150,7490,18864,59859,36967,19659,27798,14378,15728,36666,124258,70664,28974,43714,28184,16567,22734,70425,48081,13144,30497,22573,336335,182808,114525,1699,15638,49088,47554,20963,10973,2104,3459,9047,41780,39034,29251,37270,18818,5371,10405,43536,41078,28536,35713,30242,12470,22752,104041,80680,49211,60805,40579,16836,27301,97890,63635,22672,38047,22782,88586,108019,123979,52852,1082712,1181260,34.6,12.4,7.1,28.5,15.5,9.7,,,,,,
2022,Missouri,777198,425684,236930,4607,32017,114373,95711,17023,30254,2685,8167,21516,126865,84298,33223,96438,35246,11519,24680,117269,80830,35511,79498,48367,21784,50171,255629,149675,54747,135832,85046,19136,30898,163062,102072,30458,83662,65586,700560,478801,297978,2991,23763,87407,104163,21725,38366,4071,7933,13418,88548,89638,39820,110135,53718,9310,16792,86321,78769,40452,95753,69478,20271,39462,205929,170010,73475,150467,106864,22980,39580,232355,133391,42029,84080,63847,90874,109448,121898,58278,2347855,2467311,33.1,18.1,10.1,28.4,19.4,12.1,,,,,,
2022,Montana,139106,90060,43683,1446,5329,22939,17993,2870,3849,220,2347,2493,21214,17374,7115,21444,4114,1562,4227,22032,14025,7402,15813,9152,2458,6544,44809,28211,11766,26940,13513,2834,4270,28112,26252,7878,22014,16684,119502,100747,48718,465,4441,18077,15185,3036,7250,147,2302,1989,16765,15266,7244,19195,7116,1682,1201,13989,13685,6978,22358,12297,1538,3839,35226,28895,15713,29785,17684,2406,5059,35445,31318,10231,22159,11474,94599,116618,132582,54076,447245,441440,31.1,20.1,9.8,27.1,22.8,11,,,,,,
2022,Nebraska,206651,151129,72292,874,11091,35696,35906,6129,10809,501,4140,4848,31306,26963,14939,32039,12066,4803,6453,32912,25045,18705,33329,15253,7943,10846,61094,49981,28746,44653,24474,6254,6440,45643,33037,11607,30299,19998,177688,165746,86587,463,9415,22612,40321,5388,12720,1207,2695,3875,23208,28491,13415,36039,16959,5010,3412,21717,25014,15362,33751,23142,7195,7180,47767,49198,31131,51587,28511,5505,7109,62384,42987,15217,31649,16768,98422,112544,129581,66078,744822,748404,27.7,20.3,9.7,23.7,22.1,11.6,,,,,,
2022,Nevada,385533,196696,99453,3683,18006,61101,39460,6311,7715,531,6036,18348,84892,59467,16390,38564,10640,13357,19285,66707,46946,20985,40009,19408,30543,33692,111085,95040,30558,64276,34121,12491,12017,61748,64470,20604,46132,34753,346066,211513,113022,2937,11434,50337,41921,9605,9622,1604,4797,13230,66786,51881,18666,47791,18934,8876,17975,47845,46481,22563,45000,25357,27316,24230,101098,90375,40722,65304,39785,19064,18534,80000,74641,22899,43796,27342,119452,140757,154617,75262,1249371,1238748,30.9,15.7,8,27.9,17.1,9.1,,,,,,
2022,New_Hampshire,167002,131889,80856,699,7983,24008,18771,1924,6844,654,419,4870,26074,17965,7512,28576,10158,1283,3760,25898,13011,6802,22880,13997,3147,10257,55814,32602,17801,44866,29619,2781,6102,35208,20639,10645,28723,26428,154951,135359,91720,777,5262,20143,20181,2456,8331,725,522,1105,19620,16549,6210,25436,16987,334,3619,18207,14223,6670,22095,19270,2201,6463,48028,31818,23843,48420,33866,2964,6178,48953,25261,16152,31077,20872,134191,157601,181939,78512,568720,574818,29.4,23.2,14.2,27,23.5,16,,,,,,
